8.03702057, 53.0614468,   00036.398704,  0052.151,      098.11134
   0000042.83,   16.52793102,  45.74805686,58.2375466,    0044.02876
     0005.33456,    98.45720789,  95.543126, 19.06071519,   0098.7303402
     000019.958, 00070.5027,   0051.1356704,16.2951353,    031.9930522
   037.28971188,     0063.5614,   000058.00547,  30.2395059,     1.14498998
    0.489905426, 00093.1243,  0069.87522,  000000054.39,0048.5697795
     0028.197753,00019.88708,      0046.5659328,  000041.7416,  82.0931903
   0000019.9538,20.94118062,  0094.00945,    32.2188515,  0035.251692
     007.8874915,      5.04746241, 95.71790224,   85.492926,      0071.003
     0000020.8886, 12.335494, 81.7826466,   085.94608,     0000088.9917
   22.3740903,099.318109,   00097.062476,   00042.088092,  58.965145
   0020.677501,056.765868,    33.5219461,  0003.4407, 000073.5981
 088.96663,00072.7045,0088.797,      0043.31821,    00085.205
  00056.401775,   0098.1743485,   000034.0712,     83.7300816,   86.9206526
   00000025.037,      35.8546286,    79.05844753,      076.24041488,      00066.187715
    0089.5358117, 000080.46348,  43.139464,   1.97707708,   79.11686
 000033.04235,    84.11559,  36.40630945,     000054.1914,      000048.9705
  057.2672,  00000046.21,  93.72869541,   00057.19732, 00002.6856
    000052.45,    004.527148,      075.151111,    95.57486,   27.9351746
72.21914156,    00092.170042, 85.005949,    28.0285804,00064.374598
     00086.806895,  1.297326956, 0000034.4378,    00036.036,   0000016.4488
     0000025.5927,  0000082.84, 77.080667,     0010.0346,99.8350511
      0092.347685,0082.5575,0097.412338,  57.598352,    011.3000078
    00000077.003, 097.2465857,  0052.5465,    0090.13305,   0046.615163
015.083538,     00027.2095,00000099.245,  00013.307256,    00083.75844
 91.7911943,      50.11731, 000020.42316,  000068.12645,  0000074.037
      0060.61685,     00076.906,057.6450743,    81.78755599,      00068.6463
 0000042.195,    000069.658,      008.240081,    83.782396,   39.3388724
    00090.7674,      000093.54624,    32.091567,      0000053.984,     63.61425242
08.3443119,      00092.91446,    46.79134,  76.13984476,    019.02303356
    72.34299901,   94.078026,  0012.1669839,     0022.27307,  083.675507
0000094.954,    0063.3555584,   017.54024,    87.73601,      095.51777186
021.7229939,   000009.16578,    004.09329269,   0052.698,  74.736697
0000026.4945,0000048.4296,      16.0244986, 0076.990932, 0000046.2326
 0061.264,52.812405,   0089.3385209, 0098.392,     38.887556
     00000080.266,    082.10571,00029.65489, 00000032.625,    00008.28492
 95.920089,     18.02905177,  49.382147,    004.25108884, 00090.69153
  00034.278,     016.5249775,   0092.104,0036.587752,25.64315525
    0031.0672967, 40.9255331, 46.2873067,84.826908,    3.306256499
 0037.1877287,   42.831402, 0000069.8487, 0017.632429,  69.9280319
  00078.253042,      067.0073,      59.8836173,   00003.2436,   041.3616
     00000025.369,51.98439729,  89.0172886,      70.23235003,   26.10906
 0094.00303, 16.6788677,      053.45262,      00017.048816,    013.31983
 00058.79259,     00068.564309,     0095.2253,  96.96845763, 4.6693635
   0025.2872654,     24.478919,      00000011.325,79.05602375,   000017.4697
   000089.43515,  0000066.864,     000008.51153,     5.65275007, 0000088.813
   0061.291,  22.3175978,  000088.6931,      00.0281665,     0000.86792
   70.80825,   4.96900338,13.06394566,  60.02364859,  0000078.9515
   0013.14971,84.47056,      000070.3975,      062.44711,    53.37217
30.9598712,  24.7610389,     0000079.324,    72.8644194,14.8055241
      25.929603,00004.2885,   095.82612296,   85.28627698, 52.9519836
   00019.764,   00093.6299,   0022.7650872,  00000067.875,54.7188786
00028.800015,011.445339,092.341856,0000004.1672,     029.6542
 008.1051,    005.508298,00077.2336,0007.3135,     0000086.8642
      39.47004,   016.881911,      14.11119826,0087.324,    0053.823
00057.090559,     00000042.347,   0085.915356,      0049.99307,    000089.66268
      000000023.73,   00023.125834,      1.388721129,   000042.8281,     78.05808079
0023.1222, 000074.9537, 000.9497695,    000094.765,      37.418277
      093.0738959,   085.1577,     00051.181,    99.76444468,00098.047
0092.9897466, 80.36424652,0087.828,89.26538932,      00000076.952
  057.6200558,    03.36517,    097.900685,    9.85093266,   00042.39077
   000070.218,   00037.0439,      005.44485695,      0058.7400267,31.9328549
   004.5433277,    0016.90809, 00089.2987,  074.962905,   30.40254349
  0000085.3422,   9.03179428,    00000013.901,   0002.445126,  0000081.562
    0057.795,   22.7893972,   056.34251,   95.10764312,00000054.243
    5.263017111,      88.6420525,      0000090.959,0078.733, 44.83439813
  52.199101,  00035.628,    000050.091,00000056.925,88.0837229
  00013.732858,      00010.4753,    00005.94386,    066.6347476,      0000022.797
    062.8773758,  59.5954873,      12.0698683,    000013.4948,   016.73439357
     79.9409117,   034.59242,    57.13469446, 00000031.771,0085.566
      00021.9307,   070.1242,     67.5832158,    00083.98458,     70.09884168
038.8559,90.06274108, 45.0313345,     44.42283824,      32.1816486
  0012.9676,  76.42158975,17.50191, 00036.383,      93.242623
     0078.336202,  0000019.3164,  0000075.625,  0091.46606, 12.39239017
00096.569,      85.71779551,  0065.8971344,  41.4416052,     000043.729
    0059.2795696,    0000071.697, 0068.28677,03.5609814, 5.2846251
    00000094.64,030.59055,      51.22638882,      025.077353,  0063.2990369
    00028.4995,00082.9427,087.05516,   0049.3326652,    37.70624971
    0090.9444056,    0076.7827, 30.62523383, 0000079.271,  000058.3414
21.8589384,      0004.753994,000097.5813,00009.66118,   006.9203
      079.4130713,      7.305234658,      73.6900668,  0041.13593,035.6522906
     0019.976604,     023.66995,    00019.436717,000013.1744,    00000067.035
